ID,FUNCIONARIO,CODIGO BENEFICIO,FUNCAO_ID,INSS,TOTAL_HORAS_ATRASO,MES,YEAR
731,31,8,9,7,19.0,3,2011
732,32,4,4,6,5.0,3,2011
733,33,5,13,6,24.0,3,2011
734,34,2,11,10,6.0,3,2011
735,35,2,13,9,25.0,3,2011
736,36,4,15,6,30.0,3,2011
737,37,3,4,9,24.0,3,2011
738,38,9,16,9,27.0,3,2011
739,39,5,8,6,25.0,3,2011
740,40,7,12,5,6.0,3,2011
741,41,3,8,4,4.0,3,2011
742,42,6,1,3,2.0,3,2011
743,43,1,8,5,2.0,3,2011
744,44,1,5,6,4.0,3,2011
745,45,3,13,8,15.0,3,2011
746,46,9,7,8,22.0,3,2011
747,47,3,2,4,22.0,3,2011
748,48,9,13,3,25.0,3,2011
749,49,9,5,6,8.0,3,2011
750,50,4,11,9,15.0,3,2011
751,1,2,11,8,27.0,4,2011
752,2,8,7,4,8.0,4,2011
753,3,9,11,4,17.0,4,2011
754,4,8,10,5,24.0,4,2011
755,5,9,10,9,16.0,4,2011
756,6,4,13,4,17.0,4,2011
757,7,6,9,3,16.0,4,2011
758,8,5,10,5,21.0,4,2011
759,9,4,7,8,23.0,4,2011
760,10,1,3,10,10.0,4,2011
761,11,5,3,6,11.0,4,2011
762,12,6,12,5,21.0,4,2011
763,13,2,9,4,17.0,4,2011
764,14,6,16,3,20.0,4,2011
765,15,7,11,8,16.0,4,2011
766,16,9,15,7,15.0,4,2011
767,17,2,8,9,25.0,4,2011
768,18,8,2,5,20.0,4,2011
769,19,4,10,3,2.0,4,2011
770,20,9,2,6,24.0,4,2011
771,21,4,13,6,17.0,4,2011
772,22,9,9,8,20.0,4,2011
773,23,3,7,5,6.0,4,2011
774,24,2,12,6,16.0,4,2011
775,25,1,8,7,12.0,4,2011
776,26,6,3,6,27.0,4,2011
777,27,6,1,10,26.0,4,2011
778,28,7,10,5,30.0,4,2011
779,29,7,14,6,29.0,4,2011
780,30,9,3,6,14.0,4,2011
781,31,8,9,4,5.0,4,2011
782,32,4,4,7,16.0,4,2011
783,33,5,13,10,24.0,4,2011
784,34,2,11,10,17.0,4,2011
785,35,2,13,8,27.0,4,2011
786,36,4,15,8,31.0,4,2011
787,37,3,4,8,24.0,4,2011
788,38,9,16,7,25.0,4,2011
789,39,5,8,6,4.0,4,2011
790,40,7,12,9,22.0,4,2011
791,41,3,8,7,7.0,4,2011
792,42,6,1,5,28.0,4,2011
793,43,1,8,4,19.0,4,2011
794,44,1,5,7,11.0,4,2011
795,45,3,13,3,10.0,4,2011
796,46,9,7,5,31.0,4,2011
797,47,3,2,8,11.0,4,2011
798,48,9,13,4,18.0,4,2011
799,49,9,5,8,10.0,4,2011
800,50,4,11,9,29.0,4,2011
801,1,2,11,5,11.0,5,2011
802,2,8,7,8,4.0,5,2011
803,3,9,11,6,12.0,5,2011
804,4,8,10,3,26.0,5,2011
805,5,9,10,9,18.0,5,2011
806,6,4,13,10,28.0,5,2011
807,7,6,9,9,7.0,5,2011
808,8,5,10,3,28.0,5,2011
809,9,4,7,9,30.0,5,2011
810,10,1,3,9,17.0,5,2011
811,11,5,3,5,16.0,5,2011
812,12,6,12,6,17.0,5,2011
813,13,2,9,7,18.0,5,2011
814,14,6,16,6,12.0,5,2011
815,15,7,11,5,19.0,5,2011
816,16,9,15,7,30.0,5,2011
817,17,2,8,6,4.0,5,2011
818,18,8,2,9,11.0,5,2011
819,19,4,10,7,8.0,5,2011
820,20,9,2,3,19.0,5,2011
821,21,4,13,7,8.0,5,2011
822,22,9,9,5,18.0,5,2011
823,23,3,7,7,19.0,5,2011
824,24,2,12,9,13.0,5,2011
825,25,1,8,3,24.0,5,2011
826,26,6,3,9,25.0,5,2011
827,27,6,1,8,7.0,5,2011
828,28,7,10,3,26.0,5,2011
829,29,7,14,6,14.0,5,2011
830,30,9,3,6,27.0,5,2011
831,31,8,9,5,10.0,5,2011
832,32,4,4,7,12.0,5,2011
833,33,5,13,5,20.0,5,2011
834,34,2,11,7,16.0,5,2011
835,35,2,13,8,30.0,5,2011
836,36,4,15,5,6.0,5,2011
837,37,3,4,4,21.0,5,2011
838,38,9,16,4,8.0,5,2011
839,39,5,8,7,23.0,5,2011
840,40,7,12,10,14.0,5,2011
841,41,3,8,7,30.0,5,2011
842,42,6,1,9,22.0,5,2011
843,43,1,8,5,22.0,5,2011
844,44,1,5,6,17.0,5,2011
845,45,3,13,8,14.0,5,2011
846,46,9,7,7,2.0,5,2011
847,47,3,2,3,7.0,5,2011
848,48,9,13,3,25.0,5,2011
849,49,9,5,3,14.0,5,2011
850,50,4,11,10,6.0,5,2011
851,1,2,11,5,31.0,6,2011
852,2,8,7,7,13.0,6,2011
853,3,9,11,5,22.0,6,2011
854,4,8,10,4,24.0,6,2011
855,5,9,10,10,31.0,6,2011
856,6,4,13,8,16.0,6,2011
857,7,6,9,9,7.0,6,2011
858,8,5,10,8,2.0,6,2011
859,9,4,7,8,19.0,6,2011
860,10,1,3,5,4.0,6,2011
861,11,5,3,6,25.0,6,2011
862,12,6,12,9,25.0,6,2011
863,13,2,9,10,7.0,6,2011
864,14,6,16,6,23.0,6,2011
865,15,7,11,3,3.0,6,2011
866,16,9,15,7,10.0,6,2011
867,17,2,8,3,27.0,6,2011
868,18,8,2,8,2.0,6,2011
869,19,4,10,8,2.0,6,2011
870,20,9,2,7,4.0,6,2011
871,21,4,13,6,23.0,6,2011
872,22,9,9,3,22.0,6,2011
873,23,3,7,7,19.0,6,2011
874,24,2,12,5,29.0,6,2011
875,25,1,8,4,23.0,6,2011
876,26,6,3,8,4.0,6,2011
877,27,6,1,9,14.0,6,2011
878,28,7,10,3,31.0,6,2011
879,29,7,14,10,7.0,6,2011
880,30,9,3,6,28.0,6,2011
881,31,8,9,10,20.0,6,2011
882,32,4,4,5,12.0,6,2011
883,33,5,13,3,19.0,6,2011
884,34,2,11,9,16.0,6,2011
885,35,2,13,6,2.0,6,2011
886,36,4,15,4,29.0,6,2011
887,37,3,4,4,31.0,6,2011
888,38,9,16,5,31.0,6,2011
889,39,5,8,8,27.0,6,2011
890,40,7,12,5,11.0,6,2011
891,41,3,8,5,20.0,6,2011
892,42,6,1,4,9.0,6,2011
893,43,1,8,3,9.0,6,2011
894,44,1,5,5,15.0,6,2011
895,45,3,13,3,9.0,6,2011
896,46,9,7,9,19.0,6,2011
897,47,3,2,6,21.0,6,2011
898,48,9,13,8,31.0,6,2011
899,49,9,5,6,15.0,6,2011
900,50,4,11,4,26.0,6,2011
901,1,2,11,3,26.0,7,2011
902,2,8,7,7,13.0,7,2011
903,3,9,11,7,31.0,7,2011
904,4,8,10,3,4.0,7,2011
905,5,9,10,5,18.0,7,2011
906,6,4,13,9,27.0,7,2011
907,7,6,9,9,14.0,7,2011
908,8,5,10,4,28.0,7,2011
909,9,4,7,5,18.0,7,2011
910,10,1,3,9,24.0,7,2011
911,11,5,3,9,26.0,7,2011
912,12,6,12,9,25.0,7,2011
913,13,2,9,7,21.0,7,2011
914,14,6,16,7,22.0,7,2011
915,15,7,11,8,19.0,7,2011
916,16,9,15,8,12.0,7,2011
917,17,2,8,4,20.0,7,2011
918,18,8,2,6,15.0,7,2011
919,19,4,10,8,2.0,7,2011
920,20,9,2,7,21.0,7,2011
921,21,4,13,10,23.0,7,2011
922,22,9,9,7,16.0,7,2011
923,23,3,7,8,7.0,7,2011
924,24,2,12,8,13.0,7,2011
925,25,1,8,5,7.0,7,2011
926,26,6,3,9,13.0,7,2011
927,27,6,1,8,6.0,7,2011
928,28,7,10,3,5.0,7,2011
929,29,7,14,10,9.0,7,2011
930,30,9,3,5,14.0,7,2011
931,31,8,9,8,13.0,7,2011
932,32,4,4,7,6.0,7,2011
933,33,5,13,5,27.0,7,2011
934,34,2,11,9,26.0,7,2011
935,35,2,13,10,10.0,7,2011
936,36,4,15,9,30.0,7,2011
937,37,3,4,6,27.0,7,2011
938,38,9,16,9,25.0,7,2011
939,39,5,8,8,9.0,7,2011
940,40,7,12,5,16.0,7,2011
941,41,3,8,4,13.0,7,2011
942,42,6,1,5,23.0,7,2011
943,43,1,8,9,16.0,7,2011
944,44,1,5,8,27.0,7,2011
945,45,3,13,9,26.0,7,2011
946,46,9,7,7,20.0,7,2011
947,47,3,2,8,23.0,7,2011
948,48,9,13,4,7.0,7,2011
949,49,9,5,5,22.0,7,2011
950,50,4,11,8,25.0,7,2011
951,1,2,11,9,9.0,8,2011
952,2,8,7,6,29.0,8,2011
953,3,9,11,7,10.0,8,2011
954,4,8,10,9,15.0,8,2011
955,5,9,10,5,8.0,8,2011
956,6,4,13,5,25.0,8,2011
957,7,6,9,5,2.0,8,2011
958,8,5,10,10,20.0,8,2011
959,9,4,7,9,18.0,8,2011
960,10,1,3,10,24.0,8,2011
961,11,5,3,3,31.0,8,2011
962,12,6,12,5,15.0,8,2011
963,13,2,9,9,4.0,8,2011
964,14,6,16,6,15.0,8,2011
965,15,7,11,10,23.0,8,2011
966,16,9,15,10,15.0,8,2011
967,17,2,8,6,31.0,8,2011
968,18,8,2,8,12.0,8,2011
969,19,4,10,10,11.0,8,2011
970,20,9,2,3,22.0,8,2011
971,21,4,13,3,31.0,8,2011
972,22,9,9,5,22.0,8,2011
973,23,3,7,9,2.0,8,2011
974,24,2,12,9,18.0,8,2011
975,25,1,8,4,10.0,8,2011
976,26,6,3,3,22.0,8,2011
977,27,6,1,8,16.0,8,2011
978,28,7,10,5,13.0,8,2011
979,29,7,14,10,20.0,8,2011
980,30,9,3,3,25.0,8,2011
981,31,8,9,9,3.0,8,2011
982,32,4,4,9,25.0,8,2011
983,33,5,13,6,9.0,8,2011
984,34,2,11,3,18.0,8,2011
985,35,2,13,5,30.0,8,2011
986,36,4,15,7,5.0,8,2011
987,37,3,4,3,15.0,8,2011
988,38,9,16,7,28.0,8,2011
989,39,5,8,6,30.0,8,2011
990,40,7,12,10,7.0,8,2011
991,41,3,8,3,14.0,8,2011
992,42,6,1,8,17.0,8,2011
993,43,1,8,3,19.0,8,2011
994,44,1,5,4,11.0,8,2011
995,45,3,13,3,8.0,8,2011
996,46,9,7,5,8.0,8,2011
997,47,3,2,3,21.0,8,2011
998,48,9,13,6,5.0,8,2011
999,49,9,5,9,14.0,8,2011
1000,50,4,11,4,20.0,8,2011
1001,1,2,11,6,3.0,9,2011
1002,2,8,7,5,9.0,9,2011
1003,3,9,11,9,27.0,9,2011
1004,4,8,10,4,4.0,9,2011
1005,5,9,10,7,31.0,9,2011
1006,6,4,13,3,22.0,9,2011
1007,7,6,9,7,23.0,9,2011
1008,8,5,10,8,13.0,9,2011
1009,9,4,7,9,8.0,9,2011
1010,10,1,3,7,22.0,9,2011
1011,11,5,3,4,19.0,9,2011
1012,12,6,12,8,8.0,9,2011
1013,13,2,9,9,27.0,9,2011
1014,14,6,16,6,13.0,9,2011
1015,15,7,11,10,14.0,9,2011
1016,16,9,15,7,20.0,9,2011
1017,17,2,8,7,21.0,9,2011
1018,18,8,2,4,30.0,9,2011
1019,19,4,10,5,7.0,9,2011
1020,20,9,2,6,10.0,9,2011
1021,21,4,13,9,4.0,9,2011
1022,22,9,9,7,30.0,9,2011
1023,23,3,7,4,16.0,9,2011
1024,24,2,12,5,21.0,9,2011
1025,25,1,8,9,20.0,9,2011
1026,26,6,3,5,29.0,9,2011
1027,27,6,1,3,7.0,9,2011
1028,28,7,10,4,29.0,9,2011
1029,29,7,14,5,2.0,9,2011
1030,30,9,3,10,24.0,9,2011
1031,31,8,9,4,12.0,9,2011
1032,32,4,4,4,11.0,9,2011
1033,33,5,13,6,16.0,9,2011
1034,34,2,11,10,3.0,9,2011
1035,35,2,13,4,16.0,9,2011
1036,36,4,15,3,16.0,9,2011
1037,37,3,4,9,6.0,9,2011
1038,38,9,16,3,28.0,9,2011
1039,39,5,8,3,25.0,9,2011
1040,40,7,12,8,18.0,9,2011
1041,41,3,8,8,6.0,9,2011
1042,42,6,1,9,12.0,9,2011
1043,43,1,8,4,11.0,9,2011
1044,44,1,5,4,29.0,9,2011
1045,45,3,13,7,20.0,9,2011
1046,46,9,7,9,29.0,9,2011
1047,47,3,2,4,29.0,9,2011
1048,48,9,13,8,25.0,9,2011
1049,49,9,5,3,7.0,9,2011
1050,50,4,11,5,7.0,9,2011
1051,1,2,11,7,16.0,10,2011
1052,2,8,7,4,18.0,10,2011
1053,3,9,11,3,23.0,10,2011
1054,4,8,10,6,29.0,10,2011
1055,5,9,10,5,16.0,10,2011
1056,6,4,13,9,20.0,10,2011
1057,7,6,9,3,31.0,10,2011
1058,8,5,10,10,14.0,10,2011
1059,9,4,7,10,28.0,10,2011
1060,10,1,3,4,6.0,10,2011
1061,11,5,3,9,7.0,10,2011
1062,12,6,12,10,13.0,10,2011
1063,13,2,9,6,20.0,10,2011
1064,14,6,16,3,7.0,10,2011
1065,15,7,11,8,30.0,10,2011
1066,16,9,15,6,17.0,10,2011
1067,17,2,8,4,13.0,10,2011
1068,18,8,2,3,25.0,10,2011
1069,19,4,10,8,22.0,10,2011
1070,20,9,2,10,8.0,10,2011
1071,21,4,13,8,23.0,10,2011
1072,22,9,9,3,18.0,10,2011
1073,23,3,7,10,2.0,10,2011
1074,24,2,12,4,9.0,10,2011
1075,25,1,8,6,15.0,10,2011
1076,26,6,3,5,7.0,10,2011
1077,27,6,1,9,8.0,10,2011
1078,28,7,10,5,31.0,10,2011
1079,29,7,14,9,18.0,10,2011
1080,30,9,3,5,23.0,10,2011
1081,31,8,9,5,15.0,10,2011
1082,32,4,4,5,14.0,10,2011
1083,33,5,13,8,10.0,10,2011
1084,34,2,11,7,10.0,10,2011
1085,35,2,13,5,2.0,10,2011
1086,36,4,15,8,31.0,10,2011
1087,37,3,4,7,25.0,10,2011
1088,38,9,16,3,5.0,10,2011
1089,39,5,8,10,19.0,10,2011
1090,40,7,12,7,29.0,10,2011
1091,41,3,8,4,18.0,10,2011
1092,42,6,1,4,23.0,10,2011
1093,43,1,8,7,8.0,10,2011
1094,44,1,5,8,26.0,10,2011
1095,45,3,13,8,30.0,10,2011
1096,46,9,7,6,18.0,10,2011
1097,47,3,2,3,20.0,10,2011
1098,48,9,13,8,17.0,10,2011
1099,49,9,5,9,8.0,10,2011
1100,50,4,11,9,2.0,10,2011
1101,1,2,11,5,20.0,11,2011
1102,2,8,7,4,17.0,11,2011
1103,3,9,11,7,24.0,11,2011
1104,4,8,10,5,8.0,11,2011
1105,5,9,10,5,9.0,11,2011
1106,6,4,13,10,9.0,11,2011
1107,7,6,9,6,16.0,11,2011
1108,8,5,10,3,19.0,11,2011
1109,9,4,7,9,4.0,11,2011
1110,10,1,3,6,2.0,11,2011
1111,11,5,3,8,7.0,11,2011
1112,12,6,12,10,25.0,11,2011
1113,13,2,9,6,6.0,11,2011
1114,14,6,16,7,29.0,11,2011
1115,15,7,11,4,14.0,11,2011
1116,16,9,15,7,28.0,11,2011
1117,17,2,8,8,21.0,11,2011
1118,18,8,2,4,31.0,11,2011
1119,19,4,10,4,21.0,11,2011
1120,20,9,2,9,19.0,11,2011
1121,21,4,13,5,21.0,11,2011
1122,22,9,9,9,17.0,11,2011
1123,23,3,7,9,14.0,11,2011
1124,24,2,12,9,28.0,11,2011
1125,25,1,8,9,27.0,11,2011
1126,26,6,3,3,18.0,11,2011
1127,27,6,1,5,11.0,11,2011
1128,28,7,10,9,22.0,11,2011
1129,29,7,14,9,3.0,11,2011
1130,30,9,3,7,14.0,11,2011
1131,31,8,9,10,23.0,11,2011
1132,32,4,4,8,31.0,11,2011
1133,33,5,13,9,12.0,11,2011
1134,34,2,11,6,30.0,11,2011
1135,35,2,13,8,18.0,11,2011
1136,36,4,15,7,19.0,11,2011
1137,37,3,4,10,27.0,11,2011
1138,38,9,16,6,18.0,11,2011
1139,39,5,8,7,23.0,11,2011
1140,40,7,12,8,5.0,11,2011
1141,41,3,8,10,22.0,11,2011
1142,42,6,1,9,19.0,11,2011
1143,43,1,8,7,21.0,11,2011
1144,44,1,5,5,21.0,11,2011
1145,45,3,13,4,6.0,11,2011
1146,46,9,7,9,18.0,11,2011
1147,47,3,2,10,13.0,11,2011
1148,48,9,13,3,25.0,11,2011
1149,49,9,5,7,9.0,11,2011
1150,50,4,11,9,22.0,11,2011
1151,1,2,11,6,8.0,12,2011
1152,2,8,7,8,9.0,12,2011
1153,3,9,11,10,22.0,12,2011
1154,4,8,10,10,28.0,12,2011
1155,5,9,10,3,16.0,12,2011
1156,6,4,13,10,30.0,12,2011
1157,7,6,9,3,13.0,12,2011
1158,8,5,10,7,5.0,12,2011
1159,9,4,7,7,29.0,12,2011
1160,10,1,3,4,19.0,12,2011
1161,11,5,3,9,10.0,12,2011
1162,12,6,12,5,21.0,12,2011
1163,13,2,9,10,6.0,12,2011
1164,14,6,16,4,26.0,12,2011
1165,15,7,11,4,24.0,12,2011
1166,16,9,15,8,6.0,12,2011
1167,17,2,8,6,17.0,12,2011
1168,18,8,2,10,6.0,12,2011
1169,19,4,10,5,30.0,12,2011
1170,20,9,2,8,23.0,12,2011
1171,21,4,13,10,3.0,12,2011
1172,22,9,9,7,28.0,12,2011
1173,23,3,7,3,20.0,12,2011
1174,24,2,12,7,27.0,12,2011
1175,25,1,8,6,4.0,12,2011
1176,26,6,3,6,8.0,12,2011
1177,27,6,1,3,31.0,12,2011
1178,28,7,10,8,14.0,12,2011
1179,29,7,14,8,6.0,12,2011
1180,30,9,3,9,20.0,12,2011
1181,31,8,9,6,14.0,12,2011
1182,32,4,4,5,3.0,12,2011
1183,33,5,13,4,6.0,12,2011
1184,34,2,11,7,9.0,12,2011
1185,35,2,13,3,30.0,12,2011
1186,36,4,15,4,30.0,12,2011
1187,37,3,4,7,22.0,12,2011
1188,38,9,16,5,22.0,12,2011
1189,39,5,8,10,11.0,12,2011
1190,40,7,12,4,30.0,12,2011
1191,41,3,8,3,4.0,12,2011
1192,42,6,1,8,9.0,12,2011
1193,43,1,8,3,17.0,12,2011
1194,44,1,5,9,30.0,12,2011
1195,45,3,13,6,11.0,12,2011
1196,46,9,7,10,17.0,12,2011
1197,47,3,2,5,4.0,12,2011
1198,48,9,13,5,31.0,12,2011
1199,49,9,5,9,26.0,12,2011
1200,50,4,11,4,12.0,12,2011
1201,1,2,11,8,20.0,1,2012
1202,2,8,7,8,13.0,1,2012
1203,3,9,11,9,10.0,1,2012
1204,4,8,10,5,5.0,1,2012
1205,5,9,10,8,26.0,1,2012
1206,6,4,13,10,9.0,1,2012
1207,7,6,9,6,24.0,1,2012
1208,8,5,10,5,18.0,1,2012
1209,9,4,7,5,9.0,1,2012
1210,10,1,3,4,23.0,1,2012
1211,11,5,3,10,6.0,1,2012
1212,12,6,12,5,8.0,1,2012
1213,13,2,9,6,27.0,1,2012
1214,14,6,16,10,4.0,1,2012
1215,15,7,11,9,12.0,1,2012
1216,16,9,15,3,29.0,1,2012
1217,17,2,8,4,22.0,1,2012
1218,18,8,2,6,23.0,1,2012
1219,19,4,10,4,4.0,1,2012
1220,20,9,2,6,21.0,1,2012
1221,21,4,13,8,22.0,1,2012
1222,22,9,9,6,30.0,1,2012
1223,23,3,7,3,9.0,1,2012
1224,24,2,12,10,30.0,1,2012
1225,25,1,8,10,27.0,1,2012
1226,26,6,3,10,21.0,1,2012
1227,27,6,1,4,23.0,1,2012
1228,28,7,10,3,27.0,1,2012
1229,29,7,14,3,6.0,1,2012
1230,30,9,3,4,20.0,1,2012
1231,31,8,9,10,11.0,1,2012
1232,32,4,4,6,17.0,1,2012
1233,33,5,13,6,19.0,1,2012
1234,34,2,11,7,7.0,1,2012
1235,35,2,13,6,20.0,1,2012
1236,36,4,15,3,19.0,1,2012
1237,37,3,4,7,3.0,1,2012
1238,38,9,16,5,31.0,1,2012
1239,39,5,8,4,16.0,1,2012
1240,40,7,12,3,11.0,1,2012
1241,41,3,8,7,5.0,1,2012
1242,42,6,1,3,23.0,1,2012
1243,43,1,8,8,25.0,1,2012
1244,44,1,5,9,18.0,1,2012
1245,45,3,13,3,7.0,1,2012
1246,46,9,7,9,18.0,1,2012
1247,47,3,2,9,6.0,1,2012
1248,48,9,13,4,10.0,1,2012
1249,49,9,5,8,27.0,1,2012
1250,50,4,11,10,14.0,1,2012
1251,1,2,11,7,17.0,2,2012
1252,2,8,7,8,27.0,2,2012
1253,3,9,11,6,19.0,2,2012
1254,4,8,10,5,5.0,2,2012
1255,5,9,10,5,23.0,2,2012
1256,6,4,13,9,30.0,2,2012
1257,7,6,9,7,10.0,2,2012
1258,8,5,10,8,29.0,2,2012
1259,9,4,7,3,17.0,2,2012
1260,10,1,3,5,12.0,2,2012
1261,11,5,3,4,30.0,2,2012
1262,12,6,12,5,22.0,2,2012
1263,13,2,9,3,24.0,2,2012
1264,14,6,16,7,17.0,2,2012
1265,15,7,11,3,5.0,2,2012
1266,16,9,15,6,8.0,2,2012
1267,17,2,8,8,31.0,2,2012
1268,18,8,2,10,3.0,2,2012
1269,19,4,10,8,13.0,2,2012
1270,20,9,2,10,19.0,2,2012
1271,21,4,13,10,22.0,2,2012
1272,22,9,9,8,22.0,2,2012
1273,23,3,7,5,4.0,2,2012
1274,24,2,12,5,5.0,2,2012
1275,25,1,8,3,10.0,2,2012
1276,26,6,3,8,8.0,2,2012
1277,27,6,1,3,20.0,2,2012
1278,28,7,10,8,23.0,2,2012
1279,29,7,14,3,19.0,2,2012
1280,30,9,3,9,19.0,2,2012
1281,31,8,9,8,30.0,2,2012
1282,32,4,4,9,7.0,2,2012
1283,33,5,13,5,25.0,2,2012
1284,34,2,11,6,23.0,2,2012
1285,35,2,13,5,13.0,2,2012
1286,36,4,15,3,19.0,2,2012
1287,37,3,4,8,31.0,2,2012
1288,38,9,16,5,30.0,2,2012
1289,39,5,8,8,20.0,2,2012
1290,40,7,12,8,23.0,2,2012
1291,41,3,8,9,14.0,2,2012
1292,42,6,1,5,15.0,2,2012
1293,43,1,8,4,10.0,2,2012
1294,44,1,5,9,16.0,2,2012
1295,45,3,13,6,8.0,2,2012
1296,46,9,7,7,10.0,2,2012
1297,47,3,2,9,11.0,2,2012
1298,48,9,13,4,13.0,2,2012
1299,49,9,5,8,23.0,2,2012
1300,50,4,11,5,2.0,2,2012
1301,1,2,11,6,27.0,3,2012
1302,2,8,7,7,2.0,3,2012
1303,3,9,11,7,21.0,3,2012
1304,4,8,10,4,8.0,3,2012
1305,5,9,10,9,15.0,3,2012
1306,6,4,13,8,8.0,3,2012
1307,7,6,9,4,17.0,3,2012
1308,8,5,10,10,7.0,3,2012
1309,9,4,7,9,4.0,3,2012
1310,10,1,3,3,11.0,3,2012
1311,11,5,3,9,4.0,3,2012
1312,12,6,12,3,12.0,3,2012
1313,13,2,9,10,5.0,3,2012
1314,14,6,16,9,23.0,3,2012
1315,15,7,11,8,12.0,3,2012
1316,16,9,15,9,19.0,3,2012
1317,17,2,8,4,18.0,3,2012
1318,18,8,2,9,13.0,3,2012
1319,19,4,10,6,29.0,3,2012
1320,20,9,2,10,3.0,3,2012
1321,21,4,13,10,31.0,3,2012
1322,22,9,9,4,8.0,3,2012
1323,23,3,7,3,19.0,3,2012
1324,24,2,12,9,16.0,3,2012
1325,25,1,8,3,2.0,3,2012
1326,26,6,3,9,6.0,3,2012
1327,27,6,1,3,25.0,3,2012
1328,28,7,10,3,5.0,3,2012
1329,29,7,14,10,11.0,3,2012
1330,30,9,3,8,6.0,3,2012
1331,31,8,9,10,23.0,3,2012
1332,32,4,4,9,24.0,3,2012
1333,33,5,13,5,2.0,3,2012
1334,34,2,11,9,31.0,3,2012
1335,35,2,13,6,18.0,3,2012
1336,36,4,15,6,6.0,3,2012
1337,37,3,4,8,27.0,3,2012
1338,38,9,16,8,13.0,3,2012
1339,39,5,8,3,18.0,3,2012
1340,40,7,12,4,4.0,3,2012
1341,41,3,8,3,12.0,3,2012
1342,42,6,1,8,30.0,3,2012
1343,43,1,8,7,6.0,3,2012
1344,44,1,5,6,3.0,3,2012
1345,45,3,13,6,17.0,3,2012
1346,46,9,7,10,28.0,3,2012
1347,47,3,2,10,3.0,3,2012
1348,48,9,13,10,18.0,3,2012
1349,49,9,5,7,8.0,3,2012
1350,50,4,11,8,2.0,3,2012
1351,1,2,11,4,30.0,4,2012
1352,2,8,7,5,16.0,4,2012
1353,3,9,11,9,22.0,4,2012
1354,4,8,10,10,21.0,4,2012
1355,5,9,10,4,17.0,4,2012
1356,6,4,13,5,26.0,4,2012
1357,7,6,9,10,15.0,4,2012
1358,8,5,10,4,11.0,4,2012
1359,9,4,7,4,19.0,4,2012
1360,10,1,3,9,29.0,4,2012
1361,11,5,3,7,10.0,4,2012
1362,12,6,12,10,31.0,4,2012
1363,13,2,9,5,20.0,4,2012
1364,14,6,16,9,5.0,4,2012
1365,15,7,11,4,27.0,4,2012
1366,16,9,15,4,13.0,4,2012
1367,17,2,8,10,20.0,4,2012
1368,18,8,2,5,26.0,4,2012
1369,19,4,10,10,3.0,4,2012
1370,20,9,2,3,16.0,4,2012
1371,21,4,13,8,18.0,4,2012
1372,22,9,9,8,29.0,4,2012
1373,23,3,7,3,3.0,4,2012
1374,24,2,12,10,20.0,4,2012
1375,25,1,8,10,11.0,4,2012
1376,26,6,3,7,4.0,4,2012
1377,27,6,1,6,11.0,4,2012
1378,28,7,10,3,22.0,4,2012
1379,29,7,14,7,18.0,4,2012
1380,30,9,3,4,6.0,4,2012
1381,31,8,9,6,11.0,4,2012
1382,32,4,4,10,21.0,4,2012
1383,33,5,13,5,9.0,4,2012
1384,34,2,11,5,11.0,4,2012
1385,35,2,13,8,9.0,4,2012
1386,36,4,15,7,23.0,4,2012
1387,37,3,4,5,23.0,4,2012
1388,38,9,16,6,17.0,4,2012
1389,39,5,8,8,9.0,4,2012
1390,40,7,12,7,23.0,4,2012
1391,41,3,8,5,6.0,4,2012
1392,42,6,1,5,10.0,4,2012
1393,43,1,8,4,27.0,4,2012
1394,44,1,5,10,22.0,4,2012
1395,45,3,13,4,27.0,4,2012
1396,46,9,7,6,30.0,4,2012
1397,47,3,2,7,4.0,4,2012
1398,48,9,13,6,29.0,4,2012
1399,49,9,5,5,22.0,4,2012
1400,50,4,11,3,8.0,4,2012
1401,1,2,11,10,10.0,5,2012
1402,2,8,7,3,5.0,5,2012
1403,3,9,11,4,5.0,5,2012
1404,4,8,10,8,19.0,5,2012
1405,5,9,10,4,29.0,5,2012
1406,6,4,13,7,19.0,5,2012
1407,7,6,9,8,26.0,5,2012
1408,8,5,10,10,12.0,5,2012
1409,9,4,7,3,29.0,5,2012
1410,10,1,3,9,16.0,5,2012
1411,11,5,3,4,28.0,5,2012
1412,12,6,12,5,18.0,5,2012
1413,13,2,9,6,31.0,5,2012
1414,14,6,16,5,15.0,5,2012
1415,15,7,11,5,30.0,5,2012
1416,16,9,15,10,13.0,5,2012
1417,17,2,8,5,16.0,5,2012
1418,18,8,2,3,19.0,5,2012
1419,19,4,10,3,13.0,5,2012
1420,20,9,2,9,17.0,5,2012
1421,21,4,13,4,7.0,5,2012
1422,22,9,9,7,17.0,5,2012
1423,23,3,7,4,12.0,5,2012
1424,24,2,12,10,29.0,5,2012
1425,25,1,8,9,24.0,5,2012
1426,26,6,3,6,16.0,5,2012
1427,27,6,1,6,2.0,5,2012
1428,28,7,10,3,10.0,5,2012
1429,29,7,14,3,7.0,5,2012
1430,30,9,3,10,16.0,5,2012
1431,31,8,9,7,14.0,5,2012
1432,32,4,4,10,28.0,5,2012
1433,33,5,13,3,22.0,5,2012
1434,34,2,11,4,11.0,5,2012
1435,35,2,13,5,16.0,5,2012
1436,36,4,15,6,25.0,5,2012
1437,37,3,4,9,17.0,5,2012
1438,38,9,16,10,27.0,5,2012
1439,39,5,8,8,10.0,5,2012
1440,40,7,12,10,20.0,5,2012
